17.431501	78.448326
17.431501	78.448326
16.1999427	77.3620938
27.627868	75.157567
17.395806	78.488989
28.6393204	77.1195934
17.708364	83.3101227
17.4137713	78.4612226
19.001629	72.841987
30.7124931	76.7706974
28.5236707	77.2064533
13.0790084	80.2557033
30.135232	77.281834
28.1877433	76.6167212
28.5782157	77.196561
11.254809	75.792333
28.5662845	77.2351172
30.2150084	74.9533405
28.69578	77.133728
28.6500586	77.1942682
28.633799	77.08937
22.5578066	72.9640537
26.8646478	75.7586274
21.2045893	72.8389072
12.2805841	76.6038449
28.4542969	77.0279022
28.4522622	77.0586945
9.956439	76.288583
29.3798782	76.9703513
28.564389	77.242167
22.3128093	73.1588589
18.9632199	72.8108877
18.9717172	72.8098374
21.1230275	79.0571655
23.0183309	72.5303693
29.4654302	77.7045528
30.8231615	75.168166
12.9379156	77.6277956
11.0251212	77.0143104
31.2945871	75.5780471
12.5244688	76.8977678
28.581149	77.307318
31.3232788	75.5667218
17.4199147	78.4487502
26.8550068	75.8226402
26.2663029	72.979084
17.4060977	78.4745739
13.0746455	80.2136567
28.9851356	77.7251548
24.6125666	73.7021615
26.845117	80.928049
28.593451	77.0812229
28.6435709	77.1795452
28.6931283	77.1517626
28.5534601	77.2425807
28.5632857	77.1911547
28.6545686	77.119603
28.5928868	77.0444517
28.5929023	77.1812741
28.709163	77.1702141
28.6783892	77.2095336
28.6546675	77.3067055
28.6703872	77.0878111
28.6661916	77.1259535
28.5567596	77.1651283
28.554559	77.226929
28.701466	77.100741
28.6451142	77.2974863
28.629724	77.231843
28.557127	77.205283
28.6384747	77.1891223
28.5299625	77.245202
28.673751	77.1273376
28.62911	77.0815566
